"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"0.5","ERH","2024-07-30","NEO CAPITAL PARTNERS, LLC - Rayse Opportunity 11146.001"
"1.0","ERH","2024-10-08","Hilltop Ventures LLC - Company Formation 11201.001"
"0.1","AEZ","2023-07-06","Larry and Beverly Walker and Walker Farms, Inc - Lease dispute with B&L Red Angus, LLC 10820.001"
"0.3","ERH","2021-04-12","Dental Depot - Corporate General 10046.000"
"0.2","AEZ","2025-01-09","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.2","DAC","2021-07-15","Deacon Lumber Company - Barnett Corp. Contract Assumption 10568.001"
"0.3","RAW","2024-11-25","Precision Linen, LLC - General 11090.000"
"0.9","DAC","2020-06-08","Dental Depot - Sub DSO Dentist Acquisitions 10046.003"
"0.5","TRB","2020-09-14","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"2.6","CAJ","2023-12-05","Paul Harvatin - General 10908.000"
"0.4","AEZ","2025-02-11","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.2","AEZ","2022-06-15","Hurst v. Knauf 10028.001"
"0.8","ERH","2020-12-04","Tanenbaum Equity Partners - Corecivic, Inc. Portfolio Purchase 10398.001"
"0.1","AEZ","2023-03-01","New Bridge Resource Development LLC - General 10858.000"
"1.7","ERH","2021-04-14","FINK INK, LLC - Record Lease 10517.001"
"0.3","AEZ","2022-08-30","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.0","WMJ","2024-05-02","Relativity - General 10991.000"
"2.5","JRJ","2021-06-14","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"0.6","RAW","2020-04-22","Harding Family LLC - General 10283.000"
"0.4","RAW","2020-01-14","Wallace, Laurence - Employment Contract Negotiation 10199.001"
"0.1","BPL","2023-01-10","Asher Oilfield Specialty, LLC - Brigade Lien Foreclosure Action (HOLD ALL) 10021.005"
"2.8","RAW","2021-02-26","TWOYETMANY LLC - General 10346.000"
"0.3","AEZ","2019-11-18","KFC of McAlester, Inc. - General 10129.000"
"2.0","TGF","2024-10-16","Downtown Glass, Inc. - Liens-Ambulatory Care Center-Norman Regional 10029.006"
"0.5","RAW","2021-02-19","ICS v. Noles, Jade 10026.001"
"3.0","JER","2021-01-12","Coon, Bryan - Estate Planning 10170.002"
"1.1","BPL","2020-06-01","Jasco Products Company, LLC - Light Fixture 10038.024"
"1.5","WMJ","2024-02-02","Tatco Construction - General 10966.000"
"0.5","AEZ","2021-07-22","Compellier - GC2 General 10552.000"
"0.4","RAW","2025-03-05","HARDTOFIND, LLC - General 11140.000"
"1.25","TGF","2024-01-08","H. G. HISE L.L.C - General 10994.000"
"4.0","JRJ","2024-08-21","Appraisal Shield - Utah Department of Commerce 10100.002"
"0.1","AEZ","2020-04-07","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.5","JRJ","2024-09-16","Allparts Music Corp. dba Walrus Audio - Badass Bass Bridge patent application 10368.031"
"1.3","JRJ","2024-02-15","Allparts Music Corp. dba Walrus Audio - General Texas 10368.034"
"0.3","AEZ","2021-01-26","Tribune Capital LLC - Polin v. Ashley Park Townhomes 10116.005"
"1.5","JER","2022-10-24","Looney, Will - Probate of Knox L. Looney 10411.001"
"0.2","TRB","2021-08-23","Bricktown Event Catering - Shuttered Venue Operator's Grant 10513.001"
"3.5","JRJ","2021-02-24","Tulsa DT Hotel Investment, LLC - Tulsa DoubleTree  Acquisition 10447.002"
"1.4","RAW","2022-03-24","PROVEN EXPLORATION LLC - General 10711.000"
"3.2","JRJ","2023-11-06","Chris Donatelli - Provisional Patent 10783.001"
"0.2","ERH","2021-04-14","Homestead Medical Clinic - OHCA Appeal DO NOT BILL 10066.002"
"0.8","RAW","2020-12-15","JCR HOLDINGS LLC - General 10238.000"
"2.3","JER","2023-02-22","EROI Assets, Inc.- EROI OZ FUND LLC - Formation 10775.001"
"1.8","RAW","2024-10-09","J&J HUDSON LLC - Simmons Bank Litigation 10729.003"
"0.4","DAC","2020-06-04","CPAOKC - Collections 10153.001"
"4.2","JRJ","2021-05-21","GeoX Energy Inc - Supercritical Energy System Patent Application 10191.002"
"0.5","ERH","2024-02-09","Pearce, Jeff - General 10179.000"
"3.7","TGF","2025-01-16","Greg McAlister - Advanced Fiberglass Litigation 11129.008"
"1.2","RAW","2022-12-01","MSA Investors, LLC - General 10802.000"
"3.1","DAC","2020-03-04","BARRO LLC - General 10300.000"
"1.2","JRJ","2021-07-29","Wonderfully Made Foundation - Department of Education Litigation 10559.001"
"0.3","TRB","2021-11-18","Last Brand, Inc. - General 10296.000"
"0.8","RAW","2023-11-27","1701 N Classen LLC 10202.000"
"0.4","JRJ","2025-02-20","amshot LLC - General 10132.000"
"1.3","JRJ","2024-11-21","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"1.6","BPL","2022-05-05","Tier 1 Cleaning Tools, LLC - Grooveit Trademark 10432.002"
"1.6","AEZ","2021-09-21","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.3","RAW","2024-05-28","Stonecloud Brewing Company LLC - General 10210.000"
"2.5","JER","2020-05-06","Comma Insurance - Agency 3 10203.001"
"1.3","JRJ","2024-11-20","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"6.0","JER","2020-10-29","Integrity Testing, Inc. - GC2 10381.000"
"0.4","DAC","2020-06-30","Perfect Latch Lactation, LLC - COFO 10306.001"
"4.4","JRJ","2023-03-22","Allparts Music Corp. dba Walrus Audio - PHOENIX Trademark Application 10368.020"
"0.8","AEZ","2020-10-26","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"2.2","JRJ","2021-07-15","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"1.9","RAW","2024-12-03","WDCO NYC 001 LLC - General 10572.000"
"0.3","CNM","2022-10-18","Last Brand, Inc. - General 10296.000"
"2.3","JSM","2022-05-05","OPERATIONREADYMIX LLC - General 10742.000"
"0.3","TRB","2021-07-01","Bismarck Renaissance LLC - General 10259.002"
"0.3","BPL","2023-08-24","Delaware County Rural Water District 12 - General 10164.000"
"0.5","RAW","2022-08-22","New Files Holding 10000.000"
"0.4","JSM","2022-06-28","Perry, Bryan - Estate Management Pro Bono 10731.001"
"0.4","RAW","2023-02-03","Foraker Company - Grove Civic Center 10330.005"
"0.5","TRB","2023-08-21","Last Brand, Inc. - Vendor Management 10296.025"
"0.1","BPL","2021-11-17","Custom Wood Fibers - Cedar Bedding Continuation Patent 10024.002"
"3.4","JRJ","2021-11-15","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"0.5","ERH","2024-12-12","Foraker Company - Bradford Plaza 10330.007"
"2.7","JSM","2023-06-01","Elevated Paver Systems, LLC - General 10911.000"
"3.0","JSM","2023-06-09","Cameron Capital Management, LLC - Camco Oil and Gas Interests 10896.001"
"0.2","ERH","2025-01-21","Matthew Richardson - General 10796.000"
"0.8","RAW","2023-02-24","Mid West Services, LLC - Miller Acquisition 10876.001"
"5.3","JRJ","2021-01-05","Utex Industries Inc. - General 10158.000"
"1.8","JRJ","2024-11-26","Appraisal Shield - State of Illinois 10100.003"
"2.8","JRJ","2022-02-08","OSB Café Franchisor LLC - General 10560.000"
"1.8","DAC","2020-05-18","CA Investment Management - General 10019.000"
"0.2","AEZ","2022-09-28","Holtkamp Petersen Enterprises, Inc. - Thompson 10797.001"
"0.5","CNM","2023-01-11","Last Brand, Inc. - Vendor Management 10296.025"
"0.1","JSM","2021-11-05","Switchgrass Holding LLC - Rachel Hollis FRA-18-07797 10120.001"
"0.3","JRJ","2023-08-02","Choncey Bradford - ODE litigation 10927.001"
"1.2","JRJ","2021-09-03","GeoX Energy Inc - General 10191.000"
"0.5","JER","2020-08-14","Ashmore Properties, LLC - Corporate General 10088.000"
"0.4","TRB","2022-06-23","Bismarck Renaissance LLC - General 10259.002"
"2.8","CAJ","2024-02-09","HALONA ONE LLC - PPM 11031.001"
"1.1","DAC","2019-11-18","Tribune Capital LLC - Ashley Park 10116.001"
"0.2","AEZ","2020-02-10","MTC Holsters LLC - CrossBreed 10106.001"
"0.5","ERH","2021-07-29","Tribune Capital LLC - Tuscany Hills Opinion Letter 10116.007"
"2.0","JSM","2023-03-30","STRUBLE PROPERTIES L.L.C. - General 10619.000"
"1.6","RAW","2025-01-07","OKANA MDE, LLC - ABLE License 10877.001"
"3.0","JRJ","2024-04-03","Appraisal Shield - Utah Department of Commerce 10100.002"
"1.2","TRB","2020-10-21","WeNeedWater, LLC - Company Formation 10401.001"
"4.8","JRJ","2024-11-14","Ascend Hospitality Group - GC2 10109.010"
"0.2","TRB","2021-06-17","Bismarck Renaissance LLC - General 10259.002"
"1.0","JSM","2022-10-25","STRUBLE PROPERTIES L.L.C. - Residential Lease 10619.003"
"0.3","JRJ","2024-03-26","Appraisal Shield - Utah Department of Commerce 10100.002"
"0.8","BPL","2020-12-18","J Paul Williams - IRS Audit 10415.001"
"2.2","WMJ","2024-02-02","Victorum Capital -  HData Investment Transaction 10965.003"
"0.8","JER","2021-06-21","The Children's Center, Inc. - General 10397.000"
"1.1","TRB","2022-11-01","Amer Fidelity Corp - Cameron Ventures LLC - General 10681.000"
"0.1","AEZ","2019-12-23","Samco Enterprises, Inc. - Frisby, Tim 10008.001"
"1.5","RAW","2021-11-07","WDCO NYC 001 LLC - General 10572.000"
"3.6","JRJ","2022-09-28","GeoX Energy Inc - General 10191.000"
"0.6","AEZ","2019-11-26","Mar-K Specialized Mfg., Inc. - Greg Davis 10005.001"
"0.4","RAW","2021-04-12","Reno Holdings LLC - Ziggyz Pharms LLC Foreclosure 10506.001"
"0.3","JRJ","2024-10-07","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"0.5","ERH","2023-03-24","HUDSON 12 LLC - Company Formation 10886.001"
"0.7","CAJ","2024-07-22","Jason McElvany - Midland Vinyl Acquisition 11112.002"
"3.9","CAJ","2024-03-06","Foraker Company - Checotah 10330.008"
"5.6","DAC","2020-09-01","The Academy - General 10258.000"
"1.0","JER","2022-06-27","L&K REAL ESTATE LLC - Prospect Ave Quiet Title 10770.001"
"1.1","RAW","2021-09-08","EIGHTTWENTY LLC - General 10539.000"
"2.6","RAW","2019-11-04","Suite T, LLC - Offsite Lease 10139.001"
"0.2","AEZ","2019-11-06","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","AEZ","2023-03-03","Private Label Supplements - Hemp Hydrate Litigation 10721.001"
"0.7","AEZ","2020-02-21","Mar-K Specialized Mfg., Inc. - Greg Davis 10005.001"
"0.6","ERH","2022-09-12","L&K REAL ESTATE LLC - Prospect Ave Quiet Title 10770.001"
"1.2","RAW","2022-09-26","Boundless Hospitality LLC - General 10771.000"
"1.5","CNM","2023-01-24","Private Label Supplements - Hemp Hydrate Litigation 10721.001"
"0.3","BPL","2023-03-01","84HG LLC - General 10597.000"
"0.3","AEZ","2024-07-09","Durant Mobile  Park, LLC - Book and Mankin Fiduciary Claims 11028.001"
"0.8","RAW","2024-11-18","Foraker Company - Tahlequah 10330.010"
"1.3","ERH","2022-11-04","MSA Investors, LLC - General 10802.000"
"4.2","JRJ","2023-08-17","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"2.1","JRJ","2021-06-11","Homestead Medical Clinic - OHCA Appeal DO NOT BILL 10066.002"
"1.2","RAW","2021-09-28","WDCO NYC 001 LLC - General 10572.000"
"0.6","AEZ","2021-10-14","A-Tech Paving - Truestrong Lawsuit 10033.001"
"0.3","RAW","2022-06-21","AVSAR DEVELOPMENTS LLC - General 10666.000"
"0.3","ERH","2024-07-09","Foraker Company - Bradford Plaza 10330.007"
"0.4","TRB","2023-08-21","Last Brand, Inc. - General 10296.000"
"0.6","JER","2022-04-08","EightTwenty Oklahoma LLC - General 10689.000"
"0.1","AEZ","2024-04-25","Medley Material Handling, Inc. - General 10175.000"
"1.3","BPL","2022-11-23","Resistol Services, LLC - General 10053.000"
"0.5","ERH","2022-09-08","Covell Partners LLC - General 10108.000"
"0.5","AEZ","2019-12-27","MTC Holsters LLC - CrossBreed 10106.001"
"1.2","RAW","2022-03-24","WDCO Midtown LLC - General 10102.000"
"0.6","ERH","2020-07-13","Crown Cannabis - Trademark Protection 10333.001"
"4.9","DAC","2020-05-26","BARRO LLC - General 10300.000"
"0.5","JER","2021-09-14","Trey Wince - General 10643.000"
"0.2","ERH","2021-03-04","WD Cord LLC - Company Formation 10464.001"
"0.5","DAC","2022-01-04","Harveys13th LLC - General 10107.000"
"0.5","RAW","2019-11-04","Tribune Capital LLC - Ashley Park 10116.001"
"0.1","AEZ","2020-05-12","Spencer Enterprises, Inc - General 10268.000"
"0.3","AEZ","2020-04-06","Strongpoint Auto Group - General GC2 10043.008"
"0.4","ERH","2021-04-16","Mongold, Gerald W. - Estate Plan 10485.001"
"4.9","AEZ","2021-12-06","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.2","JSM","2022-05-04","OPERATIONREADYMIX LLC - General 10742.000"
"1.0","ERH","2024-04-19","Lighthouse of Hope - BOI Report Filing 11119.001"
"0.3","AEZ","2025-01-27","Legacy Cryogenic Transportation - General 10186.000"
"1.3","JRJ","2021-04-08","Foundation Jacques Andre Vernaud - General 10488.000"
"0.3","BPL","2021-09-13","DoubleBarrel Downhole Technologies - General 10090.000"
"3.3","JRJ","2024-07-02","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"0.7","DAC","2021-08-18","Bricktown Event Catering - Shuttered Venue Operator's Grant 10513.001"
"0.4","CNM","2022-09-30","Boundless Hospitality LLC - General 10771.000"
"0.4","CAJ","2024-05-07","DM Wright Investments, LLC - MWC Lot 11004.001"
"1.5","JRJ","2022-01-31","Allparts Music Corp. dba Walrus Audio - Trademark D1 10368.008"
"0.2","AEZ","2022-11-18","Holtkamp Petersen Enterprises, Inc. - Thompson 10797.001"
"1.5","WMJ","2024-06-04","Stay Oasi, LLC  - General 11051.000"
"0.9","RAW","2021-10-07","amshot LLC - General 10132.000"
"0.3","AEZ","2023-08-07","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.8","JRJ","2022-06-08","Hurst v. Knauf 10028.001"
"0.5","WMJ","2024-07-02","Tatco Construction - General 10966.000"
"5.0","JSM","2021-09-16","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.5","ERH","2020-11-10","WDCO BROADWAY LLC - General 10172.000"
"0.4","JRJ","2021-10-15","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"3.2","CNM","2022-11-15","WDCO NYC 001 LLC - General 10572.000"
"0.7","CAJ","2024-11-27","WD ADVENTURE DISTRICT LLC - Retail Site 10901.003"
"0.7","RAW","2024-02-16","Harveys13th LLC - General 10107.000"
"1.3","JSM","2022-04-27","Foraker Company - Broadmoor Mall 10330.004"
"2.0","TGF","2023-11-22","Foraker Company - Grove Civic Center 10330.005"
"1.3","DAC","2021-02-22","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"0.1","BPL","2021-05-21","DeatschWerks LLC - Trademark Registrations 10324.003"
"1.2","TRB","2020-11-20","Orange Leaf Holdings LLC - BRIX Acquisition 10025.015"
"0.1","AEZ","2021-07-16","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","TRB","2020-12-01","TheXPlace, Inc - General 10404.000"
"1.7","AEZ","2020-08-12","Hurst v. Knauf 10028.001"
"1.1","JER","2020-06-16","Equity Brewing Company LLC - General 10327.000"
"1.4","DAC","2021-04-15","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"1.6","RAW","2020-01-10","M-D BUILDING PRODUCTS, INC. - Hopkins Asset Sale 10165.002"
"1.0","ERH","2022-08-16","Park Plaza 36th LLC - Company Formation 10752.001"
"0.2","RAW","2022-06-21","Providence Coastal Management Group LLC - Company Formation 10766.001"
"1.5","RAW","2021-07-09","GIBRALTAR CAPITAL MGMT, INC - Doubletree Warren Place ABLE Application 10582.001"
"1.3","CNM","2022-04-21","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"1.1","AEZ","2023-11-16","Last Brand, Inc. - Employee Handbook 10296.023"
"0.6","ERH","2024-11-25","WDCO VENTURES LLC - General 10648.000"
"0.3","DAC","2021-03-12","Honey Tree Homes LLC - Dispute with MNS Investments - Houly 10492.002"
"0.8","ERH","2024-07-23","Pivot Project Development LLC - WPA Development Partners 10027.001"
"0.6","ERH","2025-02-28","FIRM 10000.001"
"0.4","TRB","2022-09-28","Last Brand, Inc. - General 10296.000"
"6.0","JRJ","2024-02-27","Choncey Bradford - ODE litigation 10927.001"
"2.5","TGF","2023-12-20","Apex MWD LLC - General 10716.000"
"0.6","ERH","2021-03-30","Last Brand, Inc. - General 10296.000"
"0.2","TRB","2020-06-22","Ashmore Properties, LLC - Corporate General 10088.000"
"2.3","DAC","2020-08-18","Dental Depot - Corporate General 10046.000"
"0.9","JRJ","2023-02-03","Dobson Fiber - Respond to Office Action 10705.001"
"0.4","ERH","2024-01-11","Bill D. Dillard - Louann Dillard v. Bill Dillard 11015.001"
"1.0","JRJ","2021-04-21","Foundation Jacques Andre Vernaud - General 10488.000"
"1.9","JRJ","2020-06-04","Willoughby Ridley LLC - Trademark 10253.001"
"1.0","CNM","2022-07-27","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"3.4","AEZ","2020-06-16","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"1.5","CNM","2022-05-11","Trans-Tel Central LLC - General 10693.000"
"0.8","CNM","2022-04-08","Compellier - GC2 General 10552.000"
"0.1","AEZ","2020-01-22","Samco Enterprises, Inc. - Frisby, Tim 10008.001"
"0.6","ASW","2025-01-13","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"0.4","ERH","2023-10-19","CR Lending - 507 W Victor, Hugo, OK 74743 10637.014"
"0.1","RAW","2022-02-15","BEER CITY LLC - General 10389.000"
"0.3","ERH","2023-02-16","Jasco Products Company, LLC - LED Light 10038.013"
"0.4","AEZ","2024-10-02","Charles Harding - Harding v. Sport Pontoon LLC 10778.001"
"0.1","AEZ","2020-06-26","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","TRB","2021-03-17","DoubleBarrel Downhole Technologies - KLX Svc Agmnt and Equity Earnout 10090.001"
"0.3","AEZ","2024-02-26","Santiago-Brennan McDonald's, Inc. - Latonya M. Christian EEOC Claim 10934.002"
"0.5","DAC","2020-12-31","Dental Depot - Corporate General 10046.000"
"1.4","BPL","2021-12-17","Samco Enterprises, Inc. - Trademark Registration 10008.002"
"0.4","BPL","2020-08-31","Resistol Services - NuEra Disposals 10053.008"
"0.1","ERH","2019-12-19","Resistol Services, LLC - General 10053.000"
"0.2","RAW","2022-04-06","Foraker Company - Pecos TX 10330.003"
"1.5","AEZ","2023-11-28","Compellier - Litigation Research on Products Liability and Warranty Claim 10552.006"
"0.5","AEZ","2020-08-12","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"0.5","BPL","2021-01-04","J Paul Williams - IRS Audit 10415.001"
"0.5","JSM","2023-05-08","3855 S Boulevard, LLC - BHC Lease 10898.001"
"5.9","TRB","2021-03-29","Pivot Project Development LLC - WPA Development Partners 10027.001"
"2.3","JRJ","2019-10-30","Orange Leaf Holdings LLC - GC2 10025.000"
"0.3","TRB","2021-04-27","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.3","RAW","2025-01-27","301 132nd Street LLC - Pitching WRX PSA 10242.003"
"0.5","JER","2021-04-21","Sterling Dental Services - Sale of MO and KS Business Operations 10470.001"
"0.6","JER","2020-06-16","Jacob Gorman - Top Shelf 10236.001"
"0.4","BPL","2020-05-13","K&J Construction - Van Zandt Supply 10171.001"
"1.2","JSM","2005-07-01","HiVolt Energy LLC - General 10200.000"
"0.3","BPL","2023-06-28","Monkey Salsa & Jam LLC - Provision Patent Application 10833.001"
"0.1","AEZ","2021-04-28","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.7","JER","2022-01-07","Whiteboard Technology LLC - Daily AI Merger 10264.002"
"0.3","AEZ","2021-05-27","PROPTORO LLC - Poole v. PROPTORO 10416.002"
"3.1","BPL","2022-08-31","Pink Parrot LLC - Acquisition and Company Formation 10787.001"
"1.8","JRJ","2024-02-19","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.4","BPL","2019-11-15","TBS Factoring Service, LLC - Trademarks 10062.001"
"2.5","JRJ","2019-11-27","Homestead Medical Clinic - Telligen Letter DO NOT BILL 10066.003"
"0.7","WMJ","2024-06-04","Stay Oasi, LLC  - General 11051.000"
"0.4","ERH","2021-03-02","Inside Track Resources Inc - Dissolution of Catalyst Community Institute 10201.001"
"0.4","AEZ","2025-02-26","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.3","JRJ","2024-03-07","WDCO VENTURES LLC - General 10648.000"
"2.7","DAC","2021-01-06","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"0.9","BPL","2023-08-30","Jasco Products Company, LLC - Enbrighten 10038.041"
"0.2","BPL","2020-06-24","TBS Factoring Service, LLC - Trademarks 10062.001"
"1.3","DAC","2020-11-17","Dental Depot - Corporate General 10046.000"
"1.0","BPL","2021-06-28","RAD CITY LLC - Trademark Licensing 10528.001"
"0.5","RAW","2024-10-09","EC OZ FUND, LLC - Opportunity Zone Fund Formation 11152.001"
"7.2","JRJ","2022-05-11","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
